Date,Low,Open,Volume,High,Close,Adjusted_Close,stock
18/11/1999,28.612302780151367,32.54649353027344,6.254638E7,35.765380859375,31.473533630371094,26.77435302734375,A
19/11/1999,28.47818374633789,30.713518142700195,1.5234146E7,30.75822639465332,28.880544662475586,24.568510055541992,A
22/11/1999,28.65700912475586,29.551143646240234,6577870.0,31.473533630371094,31.473533630371094,26.77435302734375,A
23/11/1999,28.612302780151367,30.400571823120117,5975611.0,31.205293655395508,28.612302780151367,24.340316772460938,A
24/11/1999,28.612302780151367,28.701717376708984,4843231.0,29.998212814331055,29.372318267822266,24.986862182617188,A
26/11/1999,29.148784637451172,29.238197326660156,1729466.0,29.685264587402344,29.46173095703125,25.06292152404785,A
29/11/1999,29.014663696289062,29.327611923217773,4074751.0,30.355865478515625,30.13233184814453,25.633398056030273,A
30/11/1999,29.28290367126465,30.042917251586914,4310034.0,30.713518142700195,30.177038192749023,25.671428680419922,A
01/12/1999,29.95350456237793,30.177038192749023,2957329.0,31.0711727142334,30.713518142700195,26.12781524658203,A
02/12/1999,30.892345428466797,31.294706344604492,3069868.0,32.1888427734375,31.562946319580078,26.850414276123047,A
03/12/1999,31.697067260742188,32.144134521484375,3041629.0,32.68061447143555,31.831186294555664,27.07860565185547,A
06/12/1999,32.322959899902344,32.36766815185547,2250780.0,33.21709442138672,32.72532272338867,27.839237213134766,A
07/12/1999,31.697067260742188,32.72532272338867,2215970.0,32.90414810180664,32.36766815185547,27.534990310668945,A
08/12/1999,32.05472183227539,32.36766815185547,1887859.0,32.63590621948242,32.322959899902344,27.496967315673828,A
09/12/1999,32.36766815185547,32.36766815185547,2029057.0,32.85944366455078,32.77002716064453,27.877273559570312,A
10/12/1999,32.010013580322266,32.68061447143555,1664738.0,32.85944366455078,32.010013580322266,27.230730056762695,A
13/12/1999,31.74177360534668,32.54649353027344,4020508.0,33.082977294921875,32.54649353027344,27.687103271484375,A
14/12/1999,30.08762550354004,32.45708084106445,2328928.0,32.45708084106445,30.75822639465332,26.165843963623047,A
15/12/1999,29.327611923217773,30.042917251586914,2917766.0,30.26645278930664,29.819385528564453,25.367177963256836,A
16/12/1999,30.042917251586914,30.042917251586914,2583923.0,33.798282623291016,33.798282623291016,28.751998901367188,A
17/12/1999,32.50178909301758,33.17238998413086,3708055.0,33.70886993408203,32.85944366455078,27.95333480834961,A
20/12/1999,32.993560791015625,33.082977294921875,1196828.0,33.57474899291992,33.53004455566406,28.52381706237793,A
21/12/1999,32.90414810180664,33.39592361450195,2259448.0,33.39592361450195,33.35121536254883,28.37169075012207,A
22/12/1999,33.127681732177734,33.35121536254883,1905754.0,34.02181625366211,34.02181625366211,28.942163467407227,A
23/12/1999,33.932403564453125,33.97711181640625,2159491.0,35.765380859375,35.586551666259766,30.273271560668945,A
27/12/1999,35.452430725097656,35.720672607421875,2029616.0,38.0454216003418,37.777183532714844,32.136837005615234,A
28/12/1999,38.58190155029297,38.80543518066406,3560007.0,43.991416931152344,43.991416931152344,37.42323303222656,A
29/12/1999,45.01967239379883,45.06437683105469,1.0518552E7,56.55400466918945,51.50214767456055,43.812583923339844,A
30/12/1999,53.11158752441406,54.36337661743164,6671116.0,57.224605560302734,56.68812561035156,48.22426986694336,A
31/12/1999,54.54220199584961,56.8669548034668,1931197.0,57.179901123046875,55.302215576171875,47.04528045654297,A
03/01/2000,48.19384765625,56.33047103881836,4674353.0,56.46459197998047,51.50214767456055,43.812583923339844,A
04/01/2000,46.316165924072266,48.73032760620117,4765083.0,49.26681137084961,47.567955017089844,40.46578598022461,A
05/01/2000,43.141990661621094,47.38912582397461,5758642.0,47.567955017089844,44.6173095703125,37.9556884765625,A
06/01/2000,41.57725143432617,44.08082962036133,2534434.0,44.34907150268555,42.918453216552734,36.510475158691406,A
07/01/2000,42.203147888183594,42.24785232543945,2819626.0,47.165592193603516,46.494991302490234,39.55302429199219,A
10/01/2000,48.32796859741211,49.356224060058594,2148446.0,49.80329132080078,49.31151580810547,41.94902420043945,A
11/01/2000,47.52324676513672,49.31151580810547,1855985.0,49.31151580810547,48.64091491699219,41.3785400390625,A
12/01/2000,45.82439041137695,48.64091491699219,1429874.0,48.64091491699219,47.65736770629883,40.541847229003906,A
13/01/2000,47.21030044555664,48.909156799316406,1134337.0,49.93741226196289,48.372676849365234,41.15034484863281,A
14/01/2000,47.92560958862305,47.92560958862305,1316916.0,49.62446212768555,48.909156799316406,41.60674285888672,A
18/01/2000,48.73032760620117,49.087982177734375,2101753.0,52.1280403137207,51.144493103027344,43.508338928222656,A
19/01/2000,49.93741226196289,51.50214767456055,2624885.0,51.50214767456055,50.071529388427734,42.59556198120117,A
20/01/2000,48.283260345458984,50.608009338378906,2007947.0,50.697425842285156,48.73032760620117,41.4546012878418,A
21/01/2000,47.52324676513672,49.44563674926758,1918336.0,49.62446212768555,49.17739486694336,41.83491897583008,A
