Date,Low,Open,Volume,High,Close,Adjusted_Close,stock
24/01/2000,48.64091491699219,48.99856948852539,2095882.0,51.36802673339844,48.99856948852539,41.68281173706055,A
25/01/2000,47.52324676513672,49.17739486694336,1153769.0,49.80329132080078,48.417381286621094,41.18837356567383,A
26/01/2000,48.5515022277832,48.59621047973633,1022357.0,49.53504943847656,48.86444854736328,41.568702697753906,A
27/01/2000,48.104434967041016,49.98211669921875,868577.0,50.42918395996094,48.953861236572266,41.64476776123047,A
28/01/2000,48.238555908203125,49.7138786315918,1609238.0,49.7138786315918,48.68562316894531,41.41657257080078,A
31/01/2000,46.316165924072266,48.32796859741211,1040392.0,48.372676849365234,47.34442138671875,40.27562713623047,A
01/02/2000,47.38912582397461,47.38912582397461,1404291.0,51.50214767456055,50.78683853149414,43.20407485961914,A
02/02/2000,51.1891975402832,51.4127311706543,1945177.0,54.721031188964844,54.721031188964844,46.55085754394531,A
03/02/2000,52.798641204833984,53.782188415527344,1779514.0,55.61516571044922,55.61516571044922,47.311500549316406,A
04/02/2000,53.648067474365234,55.61516571044922,1145661.0,55.61516571044922,54.54220199584961,46.398738861083984,A
07/02/2000,54.54220199584961,55.570457458496094,1274277.0,57.224605560302734,56.8669548034668,48.37639236450195,A
08/02/2000,55.972816467285156,57.761085510253906,1169707.0,58.78934097290039,56.509300231933594,48.07212829589844,A
09/02/2000,54.13984298706055,55.52574920654297,1182848.0,56.2857666015625,54.184547424316406,46.094486236572266,A
10/02/2000,53.87160110473633,55.07868576049805,1066814.0,56.375179290771484,54.85514831542969,46.664955139160156,A
11/02/2000,53.513946533203125,54.721031188964844,751705.0,54.94456481933594,53.91630935668945,45.866275787353516,A
14/02/2000,53.513946533203125,53.82689666748047,837682.0,55.03397750854492,54.67632293701172,46.512821197509766,A
15/02/2000,54.7657356262207,54.7657356262207,2017594.0,59.37052917480469,58.5658073425293,49.82158660888672,A
16/02/2000,56.77753829956055,57.224605560302734,1801742.0,58.5658073425293,57.93991470336914,49.28915786743164,A
17/02/2000,55.52574920654297,57.93991470336914,944908.0,69.38483428955078,69.38483428955078,59.02527618408203,A
18/02/2000,62.99177551269531,63.30472183227539,4060072.0,68.58011627197266,67.06008911132812,57.04763412475586,A
22/02/2000,64.377685546875,68.66952514648438,2227993.0,69.653076171875,65.45064544677734,55.67847442626953,A
23/02/2000,65.54005432128906,65.54005432128906,1690042.0,71.88841247558594,70.8154525756836,60.2423210144043,A
24/02/2000,71.88841247558594,72.5143051147461,2956351.0,82.57331848144531,76.35908508300781,64.95824432373047,A
25/02/2000,73.85550689697266,73.9449234008789,2048210.0,81.50035858154297,77.3426284790039,65.79491424560547,A
28/02/2000,70.27896881103516,77.3426284790039,1675363.0,78.10264587402344,72.24606323242188,61.45931625366211,A
29/02/2000,72.46959686279297,72.55901336669922,958049.0,76.44850158691406,74.30257415771484,63.20878601074219,A
01/03/2000,74.57081604003906,74.74964141845703,1037875.0,79.93562316894531,78.05793762207031,66.40345764160156,A
02/03/2000,73.31903076171875,78.63912963867188,1188300.0,78.68383026123047,75.31965637207031,64.07398223876953,A
03/03/2000,75.06259155273438,75.06259155273438,1215841.0,79.93562316894531,77.25321960449219,65.71888732910156,A
06/03/2000,80.47209930419922,80.82975769042969,5693495.0,115.87982940673828,113.7339096069336,96.7527847290039,A
07/03/2000,93.70529174804688,111.58798217773438,7710809.0,115.16452026367188,101.57367706298828,86.40814971923828,A
08/03/2000,100.14305877685547,104.43490600585938,3953963.0,108.72675323486328,108.72675323486328,92.49321746826172,A
09/03/2000,103.71959686279297,105.15021514892578,2514583.0,110.1573715209961,109.44206237792969,93.10171508789062,A
10/03/2000,100.14305877685547,109.44206237792969,2479353.0,110.78326416015625,101.57367706298828,86.40814971923828,A
13/03/2000,92.63233184814453,93.0346908569336,2626702.0,99.38304901123047,93.88411712646484,79.86668395996094,A
14/03/2000,85.03218841552734,95.13591003417969,3522960.0,97.28182983398438,86.8204574584961,73.85765838623047,A
15/03/2000,81.00858306884766,91.6487808227539,3046242.0,91.6487808227539,81.72389221191406,69.52204895019531,A
16/03/2000,80.11444854736328,82.97567749023438,2769578.0,87.98283386230469,84.45100402832031,71.84197998046875,A
17/03/2000,84.4957046508789,85.34513854980469,1563803.0,90.84406280517578,86.64163208007812,73.70555114746094,A
20/03/2000,80.82975769042969,86.14985656738281,1420648.0,86.90987396240234,81.3662338256836,69.21778869628906,A
21/03/2000,75.6437759399414,79.2203140258789,2528283.0,82.26036834716797,82.26036834716797,69.97843170166016,A
22/03/2000,78.01322937011719,81.23211669921875,1967965.0,86.50750732421875,85.4345474243164,72.67866516113281,A
23/03/2000,83.69098663330078,85.30043029785156,1951888.0,88.5193099975586,85.61337280273438,72.83079528808594,A
24/03/2000,83.15450286865234,84.9427719116211,1230520.0,86.55221557617188,85.83690643310547,73.02095031738281,A
27/03/2000,80.96387481689453,84.54041290283203,846769.0,85.47925567626953,81.72389221191406,69.52204895019531,A
28/03/2000,81.18740844726562,81.5450668334961,1392548.0,87.22281646728516,85.21101379394531,72.4885025024414,A
29/03/2000,78.68383026123047,85.1216049194336,1250371.0,86.55221557617188,80.11444854736328,68.15289306640625,A
30/03/2000,70.90486145019531,77.38733673095703,2034230.0,80.47209930419922,75.1072998046875,63.89334487915039,A
31/03/2000,64.377685546875,75.82260131835938,3732940.0,75.82260131835938,74.3919906616211,63.28480911254883,A
03/04/2000,65.62947082519531,73.67668151855469,2030875.0,73.85550689697266,70.10014343261719,59.63378143310547,A
04/04/2000,58.65522384643555,70.10014343261719,3519884.0,73.2296142578125,66.88125610351562,56.895511627197266,A
05/04/2000,64.46709442138672,66.34477996826172,2109163.0,71.44134521484375,69.34012603759766,58.98725509643555,A
06/04/2000,69.4295425415039,70.3683853149414,1375073.0,75.1072998046875,75.1072998046875,63.89334487915039,A
07/04/2000,76.5826187133789,76.89556121826172,2975224.0,89.41344451904297,87.26752471923828,74.23796081542969,A
10/04/2000,75.37553405761719,87.26752471923828,2956071.0,87.26752471923828,76.62732696533203,65.18643188476562,A
11/04/2000,71.21781158447266,72.24606323242188,1896107.0,75.01788330078125,72.20136260986328,61.421260833740234,A
12/04/2000,59.37052917480469,70.10014343261719,4351555.0,70.99427795410156,61.51645278930664,52.331687927246094,A
13/04/2000,62.23175811767578,62.94706726074219,3736574.0,69.38483428955078,64.377685546875,54.76573181152344,A
14/04/2000,57.93991470336914,62.76824188232422,2862685.0,63.97532272338867,59.146995544433594,50.316017150878906,A
17/04/2000,52.26216125488281,57.26931381225586,2757555.0,59.10228729248047,56.8669548034668,48.37639236450195,A
18/04/2000,53.73748016357422,55.79399108886719,3758243.0,62.94706726074219,62.23175811767578,52.94020080566406,A
19/04/2000,60.085838317871094,62.23175811767578,2423992.0,64.33297729492188,62.410587310791016,53.092323303222656,A
20/04/2000,62.5,62.8576545715332,1453081.0,65.62947082519531,64.33297729492188,54.72767639160156,A
24/04/2000,60.84585189819336,62.32117462158203,1698570.0,66.0765380859375,65.54005432128906,55.754547119140625,A
25/04/2000,64.377685546875,67.68598175048828,1123293.0,68.35658264160156,64.377685546875,54.76573181152344,A
26/04/2000,65.54005432128906,68.04363250732422,976503.0,68.08834075927734,65.71888732910156,55.90666961669922,A
27/04/2000,63.662376403808594,63.75178909301758,2281256.0,66.70243072509766,64.9141616821289,55.222110748291016,A
28/04/2000,62.18705368041992,64.377685546875,1779374.0,64.4223861694336,63.394134521484375,53.929019927978516,A
01/05/2000,63.394134521484375,63.394134521484375,1895688.0,68.84835815429688,68.22245788574219,58.03644943237305,A
02/05/2000,69.69778442382812,70.27896881103516,4259426.0,74.48139953613281,72.07841491699219,61.316707611083984,A
